MatchID,SeasonMatchNumber,TeamName,Date_of_Match,Opponent,HomeOrAway,Outcome,GoalsFor,GoalsAgainst,Assists,MatchLength,FirstHalfLength,SecondHalfLength,Formation,Starters,Substitutes,Captains,CurrentStanding,PossessionPercent,ShotsFor,ShotsAgainst,ShotsOnGoal,ShotsOnGoalAgainst,BlockedShots,TotalPasses,PassingAccuracyPercentage,CornersFor,CornersAgainst,CrossesFor,CrossesAgainst,DualsWon,Saves,Clearances,FoulsPerpetrated,FoulsAgainst,YellowCardsRecieved,RedCardsRecieved,OwnGoals,ThrowInsFor,GoalsInMatchFor,GoalsInMatchAgainst,PKTime,PKsPlayers,PKScored,DirectionFor,HeightFor,OnWWOutFor,TouchedFor,DirectionAgainst,HeightAgainst,OnWWOutAgainst,TouchedAgainst
ccdd,xxx,As seen on Team ID sheet,ddmmyyyy,TeamID,home or away,"W, L, or D",xx,xx,xx,mmmss,mmss,mmss,x-x-x-x...,"""pp, pp, pp...""","""iioohmmm, ...""","""pp, pp ...""",xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,"""ppaahmmmss, ppaahmmss""","""kkhmmmss""","""hmmmss, hmmmss""","""Spp or Kpp, ...""","""Y or N or R""","""R or L or C or NA""","""L or M or H or NA""","""On or WW or Off or NA""","""Y or N or NA""","""R or L or C or NA""","""L or M or H or NA""","""On or WW or Off or NA""","""Y or N or NA"""
0826,178,Seattle Reign FC,02112024,09,away,L,02,03,02,10140,5122,5018,4-1-4-1,"""01, 24, 32, 03, 31, 12, 47, 30, 91, 23, 09""","""21032058, 06302058, 34472058, 27232077, 06912089""","""03""",13,44,07,24,04,09,00,333,84,02,06,17,20,37,05,19,09,08,00,00,00,20,"""0923100951, 2724208357""","""01100833, 01102459, 01205625""",X,X,X,X,X,X,X,X,X,X,X
1403,020,Washington Spirit,31032024,13,home,W,02,01,01,11146,5813,5333,4-2-3-1,"""01, 03, 05, 09, 14, 17, 12, 16, 07, 02, 11""","""13112079, 26122086""","""01""",06,40,18,13,14,08,08,254,76,08,03,16,18,46,05,18,11,11,00,00,00,24,"""12XX102019, 1102102944""","""01207010""","""102019""","""S19""",Y,R,M,On,N,NA,NA,NA,NA
1303,020,Utah Royals FC,31032024,14,away,L,01,02,01,11146,5813,5333,4-3-3,"""01, 03, 08, 18, 16, 19, 06, 22, 09, 33, 04""","""11191046, 13042073, 20222083, 07112099""","""04""",08,60,13,18,08,14,02,430,86,03,08,18,16,44,04,12,11,11,02,00,00,26,"""0922207010""","""01102019, 01102944""","""102019""","""K19""",Y,NA,NA,NA,NA,R,M,On,N
0213,089,Bay FC,16062024,13,home,L,00,01,00,10328,4912,5416,4-2-3-1,"""00, 20, 27, 04, 03, 18, 23, 21, 12, 09, 08""","""10082059, 19182060, 11212075""","""04""",10,51,09,11,04,07,01,312,77,03,04,17,11,38,04,13,15,07,04,00,00,36,X,"""00208832""",X,X,X,X,X,X,X,X,X,X,X
1313,089,Utah Royals FC,16062024,02,away,W,01,00,01,10328,4912,5416,4-3-3,"""01, 12, 08, 17, 05, 14, 10, 22, 15, 09, 20""","""16051025, 30202046, 07132075, 13122075, 04222090""","""10""",14,49,11,09,07,04,02,297,74,04,03,11,17,56,03,26,07,15,00,00,00,26,"""0809208832""",X,X,X,X,X,X,X,X,X,X,X,X
0701,003,North Carolina Courage,16032024,04,home,W,05,01,02,10856,5159,5657,4-3-3,"""01, 11, 07, 03, 13, 06, 10, 02, 05, 08, 14""","""34082062, 17062074, 23142074, 16022090, 94052090""","""10""",X,59,20,07,14,04,06,411,82,05,07,23,15,51,03,20,08,06,01,00,01,31,"""07XX101840, 05XX205356, 2334207630, 23XX208552, 1794209825""","""01206436""","""101839""","""S07""",Y,R,L,On,N,NA,NA,NA,NA
0401,003,Houston Dash,16032024,07,away,L,01,05,00,10856,5159,5657,3-1-4-2,"""05, 09, 30, 10, 19, 07, 13, 17, 08, 33, 01""","""12102063, 15192063, 22172063, 11052073""","""01""",X,41,07,20,04,14,01,250,73,07,05,15,23,47,03,25,06,08,01,00,00,35,"""OG03206436""","""01101840, 01205356, 01207630, 01208552, 01209825""","""101839""","""K01""",Y,NA,NA,NA,NA,R,L,On,N
1014,095,Portland Thorns FC,23062024,05,home,L,01,04,01,10255,5110,5145,4-2-3-1,"""18, 23, 04, 20, 11, 25, 08, 09, 21, 16, 24""","""27212046, 15162046, 12242068, 17252068, 02112077""","""04""",05,52,14,19,09,11,03,400,84,04,04,09,24,45,03,29,12,13,01,00,00,16,"""0917207258""","""18102951, 18103736, 18103949, 18204647""",X,X,X,X,X,X,X,X,X,X,X
0514,095,Kansas City Current,23062024,10,away,W,04,01,03,10255,5110,5145,4-2-3-1,"""21, 04, 07, 12, 18, 10, 14, 17, 99, 06, 09""","""05092065, 22992079, 47062094, 11142094, 78172094""","""10""",01,48,19,14,11,09,03,333,79,04,04,24,04,49,05,12,13,12,00,00,00,23,"""1006102951, 1207103736, 10XX103949, 0607204647""","""21207258""",X,X,X,X,X,X,X,X,X,X,X
1215,100,San Diego Wave,28062024,03,home,L,00,03,00,09709,4713,4956,4-2-3-1,"""01, 14, 04, 02, 06, 21, 05, 77, 11, 15, 13""","""25152071, 16062076, 17772082""","""13""",09,69,16,08,08,04,04,376,77,05,02,26,05,43,02,10,07,09,01,00,01,34,X,"""01104150, 01206612, 01206844""","""207358""","""S13""",N,R,H,Out,N,NA,NA,NA,NA
0315,100,Chicago Red Stars,28062024,12,away,W,03,00,01,09709,4713,4956,4-3-3,"""24, 55, 09, 20, 13, 04, 23, 41, 03, 12, 01""","""08552046, 11242079, 33092090, 10132091""","""01""",07,31,08,16,04,08,00,124,54,02,05,05,26,44,04,38,09,07,02,00,00,29,"""OG04104150, 0908206612, 08XX206844""",X,"""207358""","""K01""",N,NA,NA,NA,NA,R,H,Out,N
