MatchID,SeasonMatchNumber,TeamName,Date_of_Match,Opponent,HomeOrAway,Outcome,GoalsFor,GoalsAgainst,Assists,MatchLength,FirstHalfLength,SecondHalfLength,Formation,Starters,Substitutes,Captains,CurrentStanding,PossessionPercent,ShotsFor,ShotsAgainst,ShotsOnGoal,ShotsOnGoalAgainst,BlockedShots,TotalPasses,PassingAccuracyPercentage,CornersFor,CornersAgainst,CrossesFor,CrossesAgainst,DualsWon,Saves,Clearances,FoulsPerpetrated,FoulsAgainst,YellowCardsRecieved,RedCardsRecieved,OwnGoals,ThrowInsFor,GoalsInMatchFor,GoalsInMatchAgainst,PKTime,PKsPlayers,PKScored,DirectionFor,HeightFor,OnWWOutFor,TouchedFor,DirectionAgainst,HeightAgainst,OnWWOutAgainst,TouchedAgainst,
ccdd,xxx,As seen on Team ID sheet,ddmmyyyy,TeamID,home or away,"W, L, or D",xx,xx,xx,mmmss,mmss,mmss,x-x-x-x...,"""pp, pp, pp...""","""iioohmmm, ...""","""pp, pp ...""",xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,"""ppaahmmmss, ppaahmmss""","""kkhmmmss""","""hmmmss, hmmmss""","""Spp or Kpp, ...""","""Y or N or R""","""R or L or C or NA""","""L or M or H or NA""","""On or WW or Off or NA""","""Y or N or NA""","""R or L or C or NA""","""L or M or H or NA""","""On or WW or Off or NA""","""Y or N or NA""",
1003,018,Portland Thorns FC,30032024,11,Home,D,02,02,02,10506,4900,5606,4-3-3,"""18, 02, 20, 04, 23, 21, 17, 13, 16, 09, 22""","""25022046, 08132046, 24162064, 12212078, 11232079""","""04""",14,61,29,09,20,08,12,462,82,05,00,25,07,41,02,14,13,09,01,00,00,32,"""2209205103, 1720209813""","""18100254, 18100539""",X,X,X,X,X,X,X,X,X,X,X,
1103,018,Racing Louisville FC,30032024,10,Away,D,02,02,01,10506,4900,5606,4-2-3-1,"""01, 16, 20, 04, 02, 06, 26, 29, 09, 23, 66""","""13232056, 21662071, 14092071, 05042072, 17292095""","""06""",10,39,09,29,08,20,04,266,72,00,05,07,25,56,06,40,09,13,00,00,00,16,"""29XX100254, 2966100539""","""01205103, 01209813""",X,X,X,X,X,X,X,X,X,X,X,
0623,158,NJ/NY Gotham FC,05102024,02,Home,W,05,01,02,10414,5004,5410,4-1-4-1,"""30, 27, 06, 15, 02, 14, 18, 16, 17, 10, 13""","""09102064, 22272064, 24132078, 21022078, 03182081""","""10, 15""",03,52,21,16,09,04,07,317,79,05,05,20,15,46,03,12,10,16,00,00,00,32,"""02XX100900, 1609206903, 0906207139, 09XX207318, 05XX208353""","""30101740""","""100900""",S02,Y,R,L,WW,N,NA,NA,NA,NA,
0223,158,Bay FC,05102024,06,Away,L,01,05,01,10414,5004,5410,4-1-4-1,"""00, 20, 04, 13, 03, 23, 09, 19, 12, 21, 08""","""10192078, 55202078, 07092088""","""04""",09,48,16,21,04,09,04,280,76,05,05,15,20,42,04,18,16,10,00,00,00,25,"""0809101740""","""00100900, 00206903, 00207139, 00207318, 00208353""","""100900""",K00,Y,NA,NA,NA,NA,R,L,WW,N,
1307,045,Utah Royals FC,03052024,01,Home,L,01,02,01,10218,4904,5314,4-3-3,"""01, 03, 08, 05, 16, 10, 21, 09, 04, 33, 22""","""15042062, 20332085""","""04, 08""",13,53,13,05,08,04,04,301,75,09,02,23,09,47,00,06,21,14,02,00,00,24,"""2209205054""","""01102813, 01103928""","""103928""",K01,Y,NA,NA,NA,NA,R,L,On,N,
0108,045,Angel City FC,03052024,13,Away,W,02,01,01,10218,4904,5314,4-2-3-1,"""13, 27, 06, 11, 03, 07, 99, 21, 17, 10, 02""","""28992064, 33022075, 12272075, 20212087, 29172088""","""11""",09,47,05,13,04,08,01,286,78,02,09,09,23,47,04,39,14,21,04,00,00,16,"""0221102813, 10XX103928""","""13205054""","""103928""",S10,Y,R,L,On,N,NA,NA,NA,NA,
0225,172,Bay FC,19102024,07,Home,W,01,00,01,09706,4600,5106,4-2-3-1,"""00, 03, 13, 04, 20, 19, 23, 55, 12, 09, 08""","""21082066, 24232090""","""04""",08,41,13,07,04,02,05,273,78,03,05,14,12,45,02,15,16,08,01,00,00,26,"""1309208205""",X,X,X,X,X,X,X,X,X,X,X,X,
0725,172,North Carolina Courage,19102024,02,Away,L,00,01,00,09706,4600,5106,4-3-3,"""01, 17, 07, 03, 13, 16, 02, 10, 20, 34, 09""","""25022068, 06162068, 23092079, 11172079, 05202085""","""10""",05,59,07,13,02,04,00,436,85,05,03,12,14,42,03,17,08,16,01,00,00,21,X,"""01208205""",X,X,X,X,X,X,X,X,X,X,X,
1009,057,Portland Thorns FC,11052024,08,Home,W,04,00,03,10752,4950,5802,4-1-4-1,"""18, 11, 20, 04, 23, 17, 13, 08, 21, 09, 12""","""15212061, 16122062, 02112085, 54132099, 25232099""","""04""",04,46,14,13,11,09,05,357,83,03,04,06,24,47,03,18,15,10,01,00,00,14,"""1309104114, 09XX207945, 0809209215, 1509209748""",X,"""207945""",S09,Y,R,L,On,N,NA,NA,NA,NA,No film material from 8700 to 8800
0809,057,Seattle Reign FC,11052024,10,Away,L,00,04,00,10752,4950,5802,4-4-2,"""18, 21, 03, 25, 11, 23, 33, 10, 24, 91, 08""","""47242071, 22212083, 07332083, 12232087""","""03""",11,54,13,14,09,11,05,406,83,04,03,24,06,46,02,10,10,15,03,00,00,15,X,"""18104114, 18207945, 18209215, 18209748""","""207945""",K18,Y,NA,NA,NA,NA,R,L,On,NA,No film material from 8700 to 8800
1205,040,San Diego Wave FC,27042024,02,Home,W,02,01,01,10119,4903,5216,4-2-3-1,"""01, 06, 12, 04, 14, 24, 17, 18, 21, 15, 19""","""05172046, 11192064, 23182068, 77152068, 16062086""","""04""",10,49,14,23,09,11,03,309,76,04,09,11,22,45,02,35,11,09,01,00,00,23,"""15XX101300, 1123207722""","""01204757""",X,X,X,X,X,X,X,X,X,X,X,
0206,040,Bay FC,27042024,12,Away,L,01,02,00,10119,4903,5216,4-3-3,"""44, 02, 27, 04, 03, 19, 10, 12, 09, 08, 11""","""23032068, 18102077, 07082079""","""04""",08,51,23,14,11,09,08,328,79,09,04,22,11,47,03,23,09,11,01,00,00,23,"""08XX204757""","""44101300, 44207722""",X,X,X,X,X,X,X,X,X,X,X,
0211,073,Bay FC,24052024,06,Home,L,00,02,00,10538,5100,5438,4-2-3-1,"""00, 03, 04, 27, 02, 23, 18, 11, 12, 09, 08""","""10182068, 20022068, 19082068, 21112075""","""04""",11,49,09,06,05,05,03,287,73,05,03,24,05,58,02,09,19,09,01,00,00,40,X,"""00103042, 00103250""",X,X,X,X,X,X,X,X,X,X,X,"Goal 1, camera shows replay, goal not visible live"
0610,073,NJ/NY Gotham FC,24052024,02,Away,W,02,00,01,10538,5100,5438,4-3-3,"""30, 02, 21, 06, 25, 17, 14, 16, 13, 09, 18""","""19182061, 15212061, 03252075, 08162075, 77132086""","""14""",07,51,06,09,05,05,01,313,73,03,05,05,24,66,02,22,09,19,00,00,00,24,"""1309103042, 13XX103250""",X,X,X,X,X,X,X,X,X,X,X,X,"Goal 1, camera shows replay, goal not visible live"
0101,006,Angel City FC,17032024,02,Home,L,00,01,00,09972,4732,5240,4-3-3,"""19, 05, 11, 14, 16, 08, 26, 17, 10, 02, 21""","""99082078, 12052078, 20212082, 24102083, 33172092""","""22, 11""",X,59,21,08,17,07,06,175,79,12,06,33,14,47,05,12,08,11,00,00,00,40,X,"""19101601""",X,X,X,X,X,X,X,X,X,X,X,
0201,006,Bay FC,17032024,01,Away,W,01,00,01,09972,4732,5240,4-3-3,"""44, 02, 27, 04, 03, 18, 22, 10, 11, 08, 12""","""19102067, 21112067, 23022083, 20222084""","""05, 03""",X,41,08,21,07,17,01,250,73,06,12,14,33,44,10,37,11,08,01,00,00,21,"""0812101601""",X,X,X,X,X,X,X,X,X,X,X,X,
0521,141,Kansas City Current,20092024,14,Home,W,03,00,03,10458,5003,5455,4-2-3-1,"""01, 04, 15, 27, 05, 10, 16, 17, 99, 06, 08""","""07172059, 09082059, 66042086, 11162086, 33992092""","""10""",03,40,08,14,03,04,02,304,82,00,09,07,17,41,04,17,11,11,01,00,00,18,"""0817100347, 1004103032, 0699206842""",X,X,X,X,X,X,X,X,X,X,X,X,
1421,141,Washington Spirit,20092024,05,Away,L,00,03,00,10458,5003,5455,4-2-3-1,"""01, 03, 05, 09, 26, 17, 12, 02, 10, 19, 33""","""08332046, 14032046, 24052065, 04192066, 16022078, FR042098""","""01""",02,60,14,08,04,03,05,465,85,09,00,17,07,52,00,12,11,11,00,01,00,14,X,"""01100347, 01103032, 01206842""",X,X,X,X,X,X,X,X,X,X,X,
