MatchID,SeasonMatchNumber,TeamName,Date_of_Match,Opponent,HomeOrAway,Outcome,GoalsFor,GoalsAgainst,Assists,MatchLength,FirstHalfLength,SecondHalfLength,Formation,Starters,Substitutes,Captains,CurrentStanding,PossessionPercent,ShotsFor,ShotsAgainst,ShotsOnGoal,ShotsOnGoalAgainst,BlockedShots,TotalPasses,PassingAccuracyPercentage,CornersFor,CornersAgainst,CrossesFor,CrossesAgainst,DualsWon,Saves,Clearances,FoulsPerpetrated,FoulsAgainst,YellowCardsRecieved,RedCardsRecieved,OwnGoals,ThrowInsFor,GoalsInMatchFor,GoalsInMatchAgainst,PKTime,PKsPlayers,PKScored,DirectionFor,HeightFor,OnWWOutFor,TouchedFor,DirectionAgainst,HeightAgainst,OnWWOutAgainst,TouchedAgainst
ccdd,,As seen on Team ID sheet,ddmmyyyy,TeamID,home or away,"W, L, or D",xx,xx,xx,mmmss,mmss,mmss,x-x-x-x...,"""pp, pp, pp...""","""iioohmmm, ...""","""pp, pp ...""",xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,xx,"""ppaahmmmss, ppaahmmss""","""kkhmmmss""","""hmmmss, hmmmss""","""Spp or Kpp, ...""","""Y or N or R""","""R or L or C or NA""","""L or M or H or NA""","""On or WW or Off or NA""","""Y or N or NA""","""R or L or C or NA""","""L or M or H or NA""","""On or WW or Off or NA""","""Y or N or NA"""
0413,087,Houston Dash,15062024,01,Home,D,X,X,X,11322,5157,6131,3-5-2,"""01, 08, 07, 04, 03, 15, 11, 13, 30, 17, 28""","""09222060, 16282061, 31102079, 10172094""",1,11,42,09,14,04,11,03,204,65,02,06,10,17,62,05,21,14,17,02,XX,XX,17,XX,XX,205408,K01,N,NA,NA,NA,Y,L,L,On,Y
0112,087,Angel City FC,15062024,04,Away,D,X,X,X,11322,5157,6131,4-2-3-1,"""13, 03, 11, 27, 20, 28, 99, 10, 29, 21, 02""","""16102063, 06112063, 24992073, 09202073, 17292086""","""11, 03""",12,58,14,09,11,04,06,350,80,06,02,17,10,52,01,16,17,14,01,XX,XX,39,XX,XX,205408,S10,N,L,L,On,NA,NA,NA,NA,NA
1201,012,San Diego Wave,23032024,05,Home,L,01,02,X,10353,4605,5748,4-2-3-1,"""01, 06, 04, 02, 20, 15, 05, 07, 21, 10, 13""","""24072046, 11152064, 16202070, 23132082, 19102082""","""13, ??""",09,66,16,14,12,08,07,487,81,02,02,38,06,48,02,12,08,09,XX,XX,XX,43,"""10XX101658""","""01104322,  01207027""",207026,K01,Y,NA,NA,NA,N,C,L,On,N
0502,012,Kansas City Current,23032024,12,Away,W,02,01,X,10353,4605,5748,4-2-3-1,"""21, 05, 07, 24, 18, 10, 14, 77, 16, 06, 09""","""94162072, 25092072, 47062072, 12772088""",10,03,34,14,16,08,12,04,219,67,02,02,06,38,58,04,64,09,08,02,XX,XX,24,"""18XX104322, 10XX207026""","""2110658""",207026,S10,Y,C,L,On,NA,NA,NA,NA,NA
1120,137,Louisville Racing ,14092024,01,Home,W,02,01,01,10359,4959,5400,4-2-3-1,"""01, 11, 20, 03, 02, 08, 26, 16, 14, 07, 88""","""09082056, 13072090""",20,10,36,10,17,06,05,02,225,77,03,09,11,21,30,04,24,14,07,03,XX,XX,13,"""8808102543, 16XX206733""","""01101708""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
0120,137,Angel City FC,14092024,11,Away,L,01,02,X,10359,4959,5400,4-2-3-1,"""13, 03, 11, 27, 16, 08, 04, 21, 99, 10, 02""","""23102070, 24082083, 06152083""",11,09,64,17,10,05,06,06,442,84,09,03,21,11,35,04,06,07,14,02,XX,XX,27,"""08XX101708""","""13102543, 13206733""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
1202,015,San Diego Wave,29032024,08,Home,W,01,X,01,10332,4604,5728,4-2-3-1,"""01, 14, 04, 02, 06, 15, 24, 11, 21, 10, 13""","""05112058, 20142058, 19152066, 25102089""",13,13,51,16,09,10,06,05,394,82,07,XX,20,13,30,02,12,09,08,XX,XX,XX,16,"""0513209753""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
0803,015,Seattle Reign,29032024,12,Away,L,X,01,X,10332,4604,5728,4-2-3-1,"""01, 11, 21, 03, 17, 06, 33, 08, 91, 09, 12""","""04212058, 22172076, 23122076, 47082089, 45062089""",3,05,49,09,16,06,10,04,376,81,XX,07,13,20,38,04,24,08,09,01,XX,XX,20,XX,"""01209753""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
0603,026,Gotham FC,15042024,05,Home,D,01,01,01,09810,4605,5205,4-3-3,"""38, 15, 77, 21, 03, 14, 17, 06, 28, 09, 18""","""02142046, 19172046, 10172059, 08282093""",15,07,60,14,10,07,05,02,370,79,08,04,23,10,45,03,21,11,08,01,XX,XX,36,"""0918205105""","""38101656""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
0504,026,Kansas City Current,15042024,06,Away,D,01,01,01,09810,4605,5205,4-2-3-1,"""21, 05, 07, 24, 18, 14, 22, 06, 16, 77, 09""","""94162066, 17772066, 04182067, 47062086""",21,01,40,10,14,05,07,01,201,64,04,08,10,23,56,04,29,08,11,01,XX,XX,21,"""0609101656""","""21205105""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
0820,140,Seattle Reign,16092024,06,Home,L,X,02,X,09649,4713,4936,4-3-3,"""01, 25, 03, 21, 31, 06, 05, 16, 23, 91, 34""","""30062062, 12232073, 13032073, 21312086, 02072086""","""3, ??""",11,43,07,12,03,06,01,345,80,07,02,18,15,39,04,13,06,07,01,XX,XX,26,XX,"""01104023, 01208416"" ",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
0620,140,Gotham FC,16092024,08,Away,D,02,X,01,09649,4713,4936,4-2-3-1,"""30, 27, 06, 15, 02, 14, 17, 18, 16, 13, 09""","""10132046, 19022077, 07162088, 22272088, 24092088"" ",15,04,57,12,07,06,03,03,479,84,02,07,15,18,36,03,18,07,06,01,XX,XX,20,"""17XX104023, 0911208416""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
1005,032,Portland Thorns,20042024,04,Home,W,04,01,02,10313,4907,5406,4-3-3,"""18, 02, 04, 05, 23, 08, 17, 21, 22, 12, 09""","""16122061, 15222071, 13212071, 25232095, 19092095""",4,14,57,15,07,13,04,04,486,84,XX,03,12,16,54,03,12,12,10,01,XX,XX,25,"""12XX100519, 09XX102636, 1309208618, 1625209514""","""18204814""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
0405,032,Houston Dash,20042024,10,Away,L,01,04,01,10313,4907,5406,3-4-2-1,"""01, 13, 17, 30, 11, 20, 31, 08, 15, 09, 16""","""05162067, 14152067, 19202084, 10222084""",1,11,43,07,15,04,13,XX,338,80,03,XX,16,12,34,05,10,10,12,02,XX,XX,23,"""0916204814""","""01100519, 01102636, 01208618, 01209514""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
0510,066,Kansas City Current,18052024,11,Home,D,03,03,02,11248,5308,5940,4-2-3-1,"""21, 18, 24, 12, 04, 14, 10, 99, 16, 17, 06""","""08162056, 05042057, 47172078, 94992078, 22102094""","""10, 21""",01,52,20,08,13,07,08,278,73,04,03,17,06,55,02,08,13,15,03,XX,01,35,"""10XX104730, 1799205502, 2406209123""","""21101730, 21206739, 21210221""",104730,S10,Y,L,H,On,N,NA,NA,NA,NA
1109,066,Racing Louisville,18052024,05,Away,D,03,03,02,11248,5308,5940,4-2-3-1,"""01, 02, 03, 20, 16, 26, 14, 13, 07, 09, 23""","""66092046, 29232080""",20,11,48,08,20,07,13,03,256,71,03,04,06,17,62,03,31,15,13,02,XX,XX,32,"""1302101730, OG12206739, 0706210221""","""01104730, 01205502, 01209123""",104730,K01,Y,NA,NA,NA,NA,L,H,On,N
1118,121,Racing Louisville,31082024,08,Home,L,02,03,02,10741,5137,5514,4-4-2,"""01, 03, 20, 05, 02, 08, 26, 14, 07, 88, 29""","""13292046, 16142062, 09082072""",20,09,56,17,05,06,03,04,378,84,08,03,29,09,38,01,07,11,15,01,XX,01,29,"""0807100522, 2606104425""","""01101426, 01207435, 01208054""",101426,K01,Y,NA,NA,NA,NA,L,L,On,N
0818,121,Seattle Reign,31082024,11,Away,W,03,02,XX,10741,5137,5514,4-2-2-2,"""01, 11, 13, 21, 25, 05, 16, 34, 23, 10, 09""","""91232054, 03212070, 30052070, 24342089""",10,13,44,05,17,03,06,01,299,82,03,08,09,29,38,04,28,15,11,02,XX,XX,18,"""11XX101426, 91XX207435, OG03208054""","""01100522, 01104425, ",101426,S11,Y,L,L,On,N,NA,NA,NA,NA
1023,160,Portland Thorns,05102024,13,Home,L,01,02,XX,10545,5113,5432,3-4-1-2,"""18, 05, 04, 20, 23, 21, 17, 02, 22, 13, 12""","""15232073, 11202077, 77222091""",12,07,45,13,21,04,09,05,296,76,03,04,13,08,55,07,12,09,08,XX,XX,XX,18,"""13XX205225""","""18204647, 18204928""",205224,S13,Y,L,L,On,N,NA,NA,NA,NA
1323,160,Utah Royals FC,05102024,10,Away,W,02,01,01,10545,5113,5432,4-2-3-1,"""01, 12, 08, 18, 16, 26, 17, 29, 09, 24, 33""","""20112058, 22092099""",8,14,55,21,13,09,04,06,411,83,04,03,08,13,30,03,17,08,09,XX,XX,XX,26,"""3309204647, 29XX204928""","""01205224""",205224,K01,Y,NA,NA,NA,NA,L,L,On,N
0909,056,Orlando Pride,11052024,02,Home,W,01,XX,XX,10646,5315,5331,4-4-2,"""01, 25, 03, 04, 06, 28, 02, 16, 20, 22, 09""","""10202046, 11162060, 32092074, 31282074, 30222089""","""03, 10""",01,52,25,06,18,04,08,346,83,12,02,31,12,53,02,07,07,16,02,XX,XX,17,09XX103122,XX,103121,S09,Y,L,L,On,N,NA,NA,NA,NA
0209,056,Bay FC,11052024,09,Away,L,XX,01,XX,10646,5315,5331,4-3-3,"""00, 02, 04, 27, 20, 10, 23, 12, 09, 08, 11""","""03202046, 18122068, 19102068, 24022097, 07112088""","""12, 04""",12,48,06,25,04,18,02,311,80,02,12,12,31,44,09,25,16,07,03,XX,XX,19,XX,"""00103122""",103121,K00,Y,NA,NA,NA,NA,L,L,On,N
1402,010,Washington Spirit,23032024,02,Home,W,02,01,02,10234,5109,5135,4-2-3-1,"""01, 03, 05, 09, 14, 17, 12, 33, 07, 02, 11""","""21031043, 13112061, 16022086""","""01""",12,44,13,08,06,05,01,323,76,04,01,13,10,44,02,20,07,06,01,XX,XX,24,"""1702102210, 0733209431""","""01101030""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
0202,010,Bay FC,23032024,14,Away,L,01,02,01,10234,5109,5135,4-3-3,"""44, 03, 04, 05, 02, 10, 18, 19, 12, 08, 11""","""20052068, 21112076""","""04""",05,56,08,13,05,06,02,450,83,01,04,10,13,51,03,15,06,07,01,XX,XX,26,1908101030,"""44102210, 44209431""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
0321,145,Chicago Redstar FC,21092024,12,Home,W,01,XX,01,10548,5316,5232,4-2-3-1,"""01, 32, 41, 04, 12, 21, 20, 09, 34, 08, 14""","""24082072, 13342072, 10142091""","""01""",08,37,09,28,02,02,04,183,72,09,09,17,41,34,02,32,07,12,01,XX,XX,19,1441101119,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
1221,145,San Diego Wave,21092024,03,Away,L,XX,01,XX,10548,5316,5232,4-2-3-1,"""01, 06, 12, 04, 75, 05, 15, 69, 25, 77, 18""","""14122046, 07182066, 24752066, 11252066, 23152066""","""01""",12,63,28,09,02,02,10,368,86,09,09,41,17,38,01,17,12,07,03,XX,XX,25,XX,"""01101119""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
0807,046,Seattle Reign,04052024,12,Home,W,02,01,01,11517,5511,6006,4-3-3,"""18, 21, 03, 04, 11, 12, 10, 06, 23, 08, 47""","""FR231009, 12472052, 91022067, 33082067, 26062091, 25212091""","""03""",14,33,08,13,04,09,01,179,63,XX,07,05,22,63,06,23,18,18,04,01,XX,12,"""08XX103345,  2491208842""",181012,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
1206,046,San Diego Wave,04052024,08,Away,L,01,02,XX,11517,5511,6006,4-2-3-1,"""01, 06, 12, 14, 16, 24, 05, 23, 21, 15, 19""","""11232046, 77192063, 07152080, 18052094, 17212094, FR142105""","""01""",08,67,13,08,09,04,02,475,83,07,XX,22,05,57,01,05,18,18,04,01,XX,18,19XX101012,"""01103345, 01208842""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
1105,030,Louisville Racing ,20042024,13,Home,W,05,01,03,10249,4939,5310,4-2-3-1,"""01, 16, 20, 03, 02, 06, 26, 29, 07, 08, 23""","""13082054, 66292054, 09232074, 14072085""","""06""",09,50,18,11,11,05,01,349,81,03,02,24,08,52,01,09,09,16,02,XX,XX,24,"""2902102547, 07XX206710, 07XX207753, 6616208658, 1314209046""","""01104730""",207752,S07,Y,R,L,On,N,NA,NA,NA,NA
1305,030,Utah Royals FC,20042024,11,Away,L,01,05,01,10249,4939,5310,4-3-3,"""01, 03, 08, 05, 16, 12, 21, 09, 15, 33, 04""","""07122079""","""04""",13,50,11,18,05,11,03,349,79,02,03,08,24,49,06,30,30,14,01,XX,XX,24,"""0309104730""","""01102547, 01206710, 01207753, 01208658, 01209046""",207752,K01,Y,NA,NA,NA,NA,R,L,On,N
1317,114,Utah Royals FC,23082024,02,Home,W,02,01,01,10517,5003,5514,4-2-3-1,"""01, 16, 18, 08, 03, 26, 17, 04, 09, 29, 33""","""24112061, 10292061, 22042080, 12162090""","""04, 08""",08,41,11,19,03,07,04,248,75,03,12,07,31,33,03,28,11,10,01,XX,XX,18,"""0417204756, OG045442""","""01208216""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
0217,114,Bay FC,23082024,13,Away,L,01,02,01,10517,5003,5514,4-3-3,"""00, 03, 04, 05, 02, 12, 23, 19, 21, 10, 09""","""08102066, 20022067, 25052076""","""04""",14,59,19,11,07,03,03,371,82,12,03,31,07,41,02,14,10,11,XX,XX,01,26,"""0921208216""","""00204756, 00205442""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
1306,039,Utah Royals FC,27042024,04,Home,D,XX,XX,XX,09944,4900,5044,,"""01, 16, 05, 08, 03, 12, 21, 10, 09, 33, 04""","""15122062, 20332084""","""04""",14,52,11,07,07,05,03,301,78,05,04,16,15,53,01,16,16,18,01,XX,XX,30,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
0406,039,Houston Dash,27042024,13,Away,D,XX,XX,XX,09944,4900,5044,,"""01, 07, 04, 17, 30, 10, 13, 31, 28, 11, 09""","""16112046, 15102064, 20042064, 14282075""","""01""",12,48,07,11,05,07,03,278,77,04,05,15,16,45,04,11,18,16,03,XX,XX,30,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
0710,062,Carolina Courage,17052024,13,Home,W,01,XX,01,09910,4804,5106,3-5-2,"""01, 11, 07, 03, 14, 06, 08, 02, 13, 34, 05""","""16342073, 94082081, 23142081, 25022094""","""03, 25""",06,63,20,03,10,XX,04,472,85,07,XX,17,02,49,XX,03,12,12,XX,XX,XX,25,"""0308207534""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
1310,062,Utah Royals FC,17052024,07,Away,L,XX,01,XX,09910,4804,5106,4-1-4-1,"""01, 12, 08, 05, 16, 06, 04, 10, 22, 09, 20""","""19162068, 15062069, 33202077, 24222089""","""08""",14,37,03,20,XX,10,XX,230,69,XX,07,02,17,45,05,21,12,12,02,XX,XX,34,XX,"""01207534""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
0118,124,Angel City FC,01092024,03,Home,W,02,01,01,11747,6345,5402,4-2-3-1,"""13, 27, 11, 06, 03, 08, 99, 21, 17, 10, 24""","""02242046, 04172046, 16272060, 23212070, 07992077""","""27, 11""",11,61,13,13,07,02,03,395,83,08,05,25,09,43,01,19,08,06,01,XX,XX,26,"""21XX100526, 0216209022""","""13105446""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
0318,124,Chicago Redstar FC,01092024,01,Away,L,01,02,01,11747,6345,5402,4-3-3,"""01, 30, 12, 41, 23, 20, 04, 21, 24, 09, 08""","""05092058, 34212086, 10082086, 26242093""","""01""",07,39,13,13,02,07,03,223,72,05,08,09,25,53,05,25,06,08,XX,XX,XX,31,"""2012105446""","""01100526, 01209022""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
0515,099,Kansas City Current,28062024,04,Home,W,02,XX,XX,10421,5016,5405,4-2-3-1,"""21, 18, 12, 07, 04, 14, 10, 06, 99, 17, 09""","""94092046, 47172067, 05992084, 77472084, 22142086""","""10""",01,53,28,06,18,03,09,279,73,06,04,20,08,66,02,09,08,08,XX,XX,XX,33,"""06XX207655, 06XX207917""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
0415,099,Houston Dash,28062024,05,Away,L,XX,02,XX,10421,5016,5405,3-4-3,"""01, 03, 04, 07, 30, 13, 17, 08, 11, 09, 28""","""16112058, 14092074, 15222074, 10282081""","""09""",12,47,06,28,03,18,01,245,72,04,06,08,20,45,07,34,08,08,01,XX,XX,24,XX,"""01207655, 01207917""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
1123,159,Louisville Racing ,05102024,05,Home,L,XX,02,01,09906,4800,5106,4-2-3-1,"""01, 11, 20, 03, 02, 08, 14, 16, 07, 13, 88""","""09162073, 17072092""",20,08,51,09,15,03,05,01,447,85,02,03,13,08,41,03,12,09,14,01,XX,XX,03,XX,"""01100144, 01208522""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
0523,159,Kansas City Current,05102024,11,Away,W,02,XX,XX,09906,4800,5106,4-2-3-1,"""01, 04, 15, 27, 18, 10, 16, 17, 99, 06, 09""","""05182062, 08172063, 14992072, 07092072, 22162092""",10,04,49,15,09,05,03,04,410,82,03,02,08,13,28,03,05,14,09,XX,XX,XX,22,"""0699100144, 16XX208522""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
0920,135,Orlando Pride,13092024,05,Home,D,XX,XX,XX,09925,4502,5423,4-2-3-1,"""01, 25, 03, 06, 31, 02, 15, 28, 10, 09, 22""","""17282060, 16152073""",10,01,52,15,12,05,03,03,394,89,08,02,25,08,41,03,11,04,11,,XX,XX,22,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
0520,135,Kansas City Current,13092024,09,Away,D,XX,XX,XX,09925,4502,5423,4-3-3,"""01, 07, 15, 27, 04, 05, 10, 16, 99, 08, 06""","""17072061, 09082061, 11162083, 18042088""",10,03,48,12,15,03,05,03,353,85,02,08,08,25,42,05,21,11,04,,XX,XX,19,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
0902,007,Orlando Pride,22032024,01,Home,D,01,01,01,10239,5102,5137,4-2-3-1,"""01, 13, 25, 32, 02, 15, 16, 20, 10, 09, 11""","""08112046, 29132066, 30162066, 28202066, 07022076""",10,06,51,14,12,09,06,02,324,77,06,04,16,21,49,03,24,10,10,02,XX,XX,23,"""1015208727""","""01205251""",205250,K01,Y,NA,NA,NA,NA,L,L,On,N
0102,007,Angel City FC,22032024,09,Away,D,01,01,XX,10239,5102,5137,4-3-3,"""19, 05, 11, 14, 16, 08, 26, 17, 21, 24, 10""","""12161035, 33242060, 27052078, 03102078""","""05, 11""",11,49,12,14,06,09,02,319,78,04,06,21,16,42,07,20,10,10,01,XX,XX,28,"""10XX205251""","""19208727""",205250,S10,Y,L,L,On,N,NA,NA,NA,NA
0214,094,Bay FC,22062024,01,Home,W,01,XX,01,10741,5301,5440,4-3-3,"""00, 20, 05, 04, 02, 19, 23, 10, 09, 08, 12""","""21102066, 03022066, 18122066, 27052072, 15082092""",11,12,41,11,08,04,04,01,207,71,09,04,23,22,49,01,18,15,13,03,XX,XX,25,"""1204103206""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
0114,094,Angel City FC,22062024,02,Away,L,XX,01,XX,10741,5301,5440,4-3-3,"""13, 20, 11, 06, 03, 29, 28, 07, 10, 02, 16""","""17292062, 21162062, 99282062, 12202079, 08072079""","""04""",11,59,08,11,04,04,03,341,79,04,09,22,23,60,02,37,13,15,02,XX,XX,30,XX,"""13103206""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
1224,168,San Diego Wave,13102024,04,Home,L,XX,02,XX,10636,5427,5209,4-2-3-1,"""01, 16, 14, 04, 06, 21, 05, 77, 11, 15, 18""","""75162059, 69212060, 19152070, 24112082, 20042082""","""01""",10,68,19,05,03,04,08,413,84,13,01,46,04,48,02,01,16,15,02,XX,XX,30,XX,"""01102917, 01207119""",102916,K01,Y,NA,NA,NA,NA,L,L,On,N
0424,168,Houston Dash,13102024,12,Away,W,02,XX,01,10636,5427,5209,4-2-3-1,"""01, 07, 03, 33, 02, 13, 17, 15, 19, 21, 14""","""28192065, 16152073, 22212073, 09142089""","""01""",14,32,05,19,04,03,01,162,66,01,13,04,46,52,03,37,15,16,03,XX,XX,09,"""15XX202917, 2815207119""",XX,102916,S15,Y,L,L,On,N,NA,NA,NA,NA
0307,043,Chicago Redstar FC,01052024,14,Home,L,02,04,04,10211,5104,5107,4-2-3-1,"""01, 32, 03, 12, 28, 04, 05, 24, 09, 08, 33""","""11322046, 34332046, 55242059, 10082069, 13052078""","""01""",05,42,07,10,05,08,01,243,75,06,05,19,09,44,01,28,15,08,01,XX,XX,31,"""34XX207844, 13XX209125""","""01102726, 01102917, 01208235, 01208502""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
1407,043,Washington Spirit,01052024,03,Away,W,04,02,XX,10211,5104,5107,4-2-3-1,"""01, 14, 09, 05, 03, 12, 17, 02, 07, 33, 11""","""06332065, 26122075, 13022075, 16072086, 22112086""","""01""",03,58,10,07,08,05,03,386,82,05,06,09,19,52,02,33,08,15,02,XX,XX,22,"""0207102726, 1102102917, 1307208235, 1307208502""","""01207844, 01209125""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
0219,130,Bay FC,07092024,11,Home,W,01,XX,01,10048,4805,5243,4-3-3,"""00, 20, 04, 13, 03, 19, 23, 12, 09, 08, 21""","""55212060, 10122077, 24082086""","""04""",10,53,15,11,06,02,04,359,77,06,01,15,09,40,01,09,06,03,01,XX,XX,32,"""0855207445""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
1119,130,Louisville Racing ,07092024,02,Away,L,XX,01,XX,10048,4805,5243,4-2-3-1,"""01, 02, 05, 20, 03, 08, 26, 16, 14, 13, 88""","""09132077, 11162089""",20,08,47,11,15,02,06,03,322,76,01,06,09,15,51,05,29,03,06,XX,XX,XX,29,XX,"""01207445""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
1014,095,Portland Thorns,23062024,05,Home,L,01,04,01,10259,5111,5148,4-2-3-1,"""18, 23, 04, 20, 11, 25, 08, 09, 21, 16, 24""","""27212046, 15162046, 12242068, 17252068, 02112077""","""04""",05,52,14,19,09,11,03,400,84,04,04,09,24,45,03,29,12,13,01,XX,XX,16,"""0917207258""","""18102951, 18103736, 18103950, 18204647""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
0514,095,Kansas City Current,23062024,10,Away,W,04,01,03,10259,5111,5148,4-2-3-1,"""21, 04, 07, 12, 18, 10, 14, 17, 99, 06, 09""","""05092065, 22992079, 47062094, 11142094, 78172094""",10,01,48,19,14,11,09,03,333,79,04,04,24,09,49,05,12,13,12,XX,XX,XX,23,"""1006102951, 1207103736, 10XX103950, 0607204647""","""21207258""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
1211,077,San Diego Wave,07062024,09,Home,D,01,01,XX,10041,4939,5102,4-1-4-1,"""01, 14, 04, 02, 06, 24, 77, 21, 11, 18, 13""","""15162046, 19132056, 05112066, 10772066, 20062080""","""13, 02""",09,66,19,09,13,06,08,440,84,06,02,23,13,37,05,16,13,07,03,XX,XX,27,"""15XX206121""","""01103535""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
0911,077,Orlando Pride,07062024,12,Away,D,01,01,01,10041,4939,5102,4-4-2,"""01, 32, 06, 03, 25, 20, 02, 16, 31, 22, 11""","""10222046, 30202063, 28122063, 07162070, 33112084""","""10, ??""",01,34,09,19,06,13,XX,201,74,02,06,13,23,58,04,28,07,13,XX,XX,XX,27,"""2022103535""","""01206121""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
1020,136,Portland Thorns,13092024,03,Home,L,XX,01,XX,10432,4600,5832,4-2-3-1,"""30, 02, 04, 20, 23, 08, 17, 09, 13, 77, 12""","""22132066, 66122075, 21772075, 11022083, 24082090""","""04""",06,53,14,06,02,03,04,355,81,02,06,18,16,34,02,18,07,07,02,XX,XX,33,XX,"""30101539""",204823,K30,N,NA,NA,NA,NA,L,M,On,Y
0320,136,Chicago Redstar FC,13092024,10,Away,W,01,XX,XX,10432,4600,5832,4-2-3-1,"""01, 12, 04, 41, 32, 21, 20, 08, 09, 34, 14""","""24082046, 13342061, 11092083, 33142097""","""01""",07,47,06,14,03,02,02,297,78,06,02,16,18,41,02,29,07,07,XX,XX,XX,25,"""34XX101539""",XX,204823,S09,N,L,M,On,Y,NA,NA,NA,NA
1322,150,Utah Royals FC,28092024,11,Home,W,01,XX,01,10726,5618,5108,4-2-3-1,"""32, 12, 18, 08, 03, 26, 17, 04, 22, 24, 33""","""20041007, 21222046, 07172087""","""04, 08""",13,54,17,11,05,02,05,368,82,08,02,19,13,42,02,13,17,09,04,XX,XX,22,"""1726207752""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
1122,150,Louisville Racing ,28092024,13,Away,L,XX,01,XX,10726,5618,5108,4-2-3-1,"""01, 02, 03, 20, 11, 26, 08, 07, 14, 16, 88""","""13082046, 09882046, 17162086""",20,09,46,11,17,02,05,05,292,78,02,08,13,19,48,04,18,09,17,01,XX,XX,33,XX,"""01207752""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
1117,117,Louisville Racing ,24082024,03,Home,W,03,01,03,10406,5102,5304,4-4-2,"""01, 03, 20, 05, 02, 08, 26, 14, 07, 88, 29""","""13292055, 09882056, 16072069, 19262097""",20,09,60,18,10,07,03,02,500,88,01,01,14,06,30,02,08,10,10,02,XX,XX,20,"""2988101113, 1409206051, 0926207626""","""01205844""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
0317,117,Chicago Redstar FC,24082024,11,Away,L,01,03,01,10406,5102,5304,4-2-3-1,"""01, 13, 12, 41, 23, 20, 04, 24, 21, 08, 55""","""32231046, 30132070, 26082070, 05202082, 15122082""","""01""",07,40,10,18,03,07,03,297,78,01,01,06,14,29,04,17,10,10,03,XX,XX,21,"""0855205844""","""01101113, 01206051, 01207626""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
1208,060,San Diego Wave,12052024,06,Home,D,01,01,01,09936,4703,5233,4-2-3-1,"""01, 06, 14, 12, 20, 05, 24, 15, 21, 18, 11""","""77182046, 07152059, 19242059, 16062072, 23112094""","""01""",10,51,09,14,07,08,XX,273,69,04,01,19,09,57,06,08,10,15,01,XX,XX,36,"""0621206307""","""01102446""",XX,XX,XX,XX,XX,XX,XX,XX,XX,XX,XX
